Name der Klinik;Bewertung;Datum der Bewertung;Sternebewertung;Likes
AMEOS Klinikum Hildesheim;"Wer sein Kind / Angehörigen in diese Klinik schickt und meint er hilft ihm damit hat sich gewaltig geschnitten!

Die einzige Therapie die die Leute dort kennen sind Tabletten! Und nochmals Tabletten.
Man sitzt dort nur herum und Tabletten! Das ist alles was man dort als Leistung bekommt!

Ich selber wurde von Pflegern körperlich attackiert und habe auch gesehen wie !!!Kleinkinder!!! attackiert wurden. Ebenso Beleidigungen durch das Pflegepersonal sind an der Tagesordnung.

MACHT DAS DING ENDLICH ZU!!!";vor 5 Monaten;1;38
AMEOS Klinikum Hildesheim;Ich war 15 Tage auf der Station 52. Die Jugendlichen waren alle richtig chillig drauf. Die Betreuer sind alle cool mit uns, Probleme Hab ich wenn dann nur mit 1-2 Betreuern. Man bekommt häufig Gespräche mit Therapeuten und Einzelunterricht, Ergotherapie, kunsttherapie, oder sowas, sehr chillig er tagesablauf, die Gemeinschaft da ist super geregelt. wow nur gute Erfahrungen da gemacht!!! ??;vor einem Jahr;5;3
AMEOS Klinikum Hildesheim;"Leider nur ein Stern. Ich bin sehr enttäuscht. Mit Medikamenten wird man dort vollgepummt das man ja ruhig bleibt. Ich nehme von dem zu. Na super......
Bin nach 4 Wochen gegangen. Die Ergo war super...:-)";vor einem Jahr;1;10
AMEOS Klinikum Hildesheim;Betrügen mehrfach, Verschieben Entlassungen, Reagieren nicht auf beschwerden, Unnötige Auflagen (Die kein Mensch braucht). Gehören geschlossen;vor einem Jahr;1;17
AMEOS Klinikum Hildesheim;Nur dumme Menschen alles dull keine ahnung von irgenwas geht lieber wo anders hin;vor einem Jahr;1;12
AMEOS Klinikum Hildesheim;Gehört geschlossen. Helfen niemanden, Unterlassene Hilfeleistung, Inkompetentes Personal.;vor einem Jahr;1;13
AMEOS Klinikum Hildesheim;Meine Großmutter hat sich dort nicht wohl gefühlt. Ihr wurden dort ihre Brille, eine Hose, sogar ein Schnürsenkel und noch vieles mehr während ihres kurzen Aufenthaltes gestohlen. Die Sachen wurden nicht ersetzt. Auch die Versichertenkarte ist verschwunden. Ich kann jedem nur empfehlen, die Klinik zu meiden.;vor 4 Jahren;1;17
AMEOS Klinikum Hildesheim;"Ich war 2 Monate auf der Station 42.
Die Krankenschwestern und Psychotherapeuten waren alle sehr nett und die Station war sauber.
Probleme hatte ich nur mit den Ergotherapeutinnen, die oft sehr genervt wirkten.";vor 3 Jahren;5;4
AMEOS Klinikum Hildesheim;Achtung Achtung bloss nicht dahin gehen die schaffen es mit Intrigen ganze Leben zu zerstören Selbst der ist schon zuviel absoluter Dreckshaufen sind nur drauf aus Beziehungen zu zerstören . Haben die auch geschafft haben meiner Partnerin eingeredet ich bin das Problem das sie hier ist und sie glaubt das auch fehlt eigentlich nur noch dass die sagen ich würde sie schlagen aber das hab ich nie und würde ich nie tun .Die schaffen das noch das ich von meiner Partnerin angezeigt werde und das ohne Grund.;vor 2 Jahren;1;14
AMEOS Klinikum Hildesheim;(Station 57 )dort ist es sehr gut. Es gibt ein nettes Personal, ein super Tagesablauf und eine sehr gute Behandlung.;vor 3 Jahren;5;1
AMEOS Klinikum Hildesheim;"Solch inkompetente und arrogante ""Ärzte"" habe ich noch nie gesehen. Einzelheiten kann ich noch nicht schreiben. Nur soviel: Wer kann, sollte diese ""Klinik"" meiden wie der Teufel das Weihwasser !";vor 6 Jahren;1;21
AMEOS Klinikum Hildesheim;Die liebsten haben gute Ärzte u sind kompetent genug aber ein wenig eigen naja;vor 2 Jahren;5;3
AMEOS Klinikum Hildesheim;Leider habe ich auch keine guten Erfahrungen gemacht...;vor 2 Jahren;1;12
AMEOS Klinikum Hildesheim;Mein Vater ist da auf Station 61 und am Haupthaus ist die Dame sehr nett und höflich gewesen und auf der Station sind alle Leute nett kann ich nur weiter empfehlen top und man kann sogar jeden Tag hinfahren von. Hannover 20 Minuten top;vor 3 Jahren;5;4
AMEOS Klinikum Hildesheim;Ich hab 10 g cannabis in einer wase versteckt.;vor 9 Monaten;5;36
AMEOS Klinikum Hildesheim;Sehr schlechtes und unhöfliches Personnal sie stellen falsche Diagnosen fest und haben meinen Bruder noch depressiver und ängstlicher gemacht ,da er ohne Grund mit acht Mann auf die geschlossene Klinik gebracht wurde . Wenn Ihnen was an ihr Kind oder wer auch immer liegt machen sie nie den Fehler und stecken sie  in dieser horror Klinik .;vor 3 Jahren;1;19
AMEOS Klinikum Hildesheim;"Station 53 und 52 (Jugendstation) ist der Horror die einzige Therapie die ,die dort kennen sind Pillen und noch mehr Pillen hoffentlich wird diese ""Klinik"" geschlossen Inkompetentes Pack! Gefängnis Stimmung alle die dort waren sagen das bitte schicken sie ihr Kind niemals dahin! Und wenn es jetzt da ist hohlen sie es bitte raus es wird einem dort nicht geholfen wurde mit 10 Mann aufs Fixirungs Bett geschmissen und überall fixiert das ich einevPanik Attacke bekommen habe und eingepischt habe ich mich dann leider auch weil ja angeblich so heftig ausgerastet bin!
Meiden Sie die beiden Stationen!";vor 2 Jahren;1;25
AMEOS Klinikum Hildesheim;Das ist super toll da ich war auf die Station71 ist da super toll da;vor 2 Jahren;5;3
AMEOS Klinikum Hildesheim;Die Meinungen sind zur Klinik insgesamt ja sehr gespalten wie man lesen kann.Wir haben nur ambulant die Hautklinik besucht,deshalb kann ich den stationären Aufenthalt nicht bewerten. Bei festem Termin der online vereinbart war, keine lange Wartezeit gehabt. Ärzte hier sehr kompetent und freundlich. Auch der leitende Arzt wurde dazugerufen um genaue Diagnose zu stellen. Der Informationsbereich am Eingang freundlich und hilfsbereit. Parkplätze sind Gebührenpflichtig. Cafe/Restaurant ist im Eingangsbereich. Hier kann man vom kleinen Geschenk bis zum einfachen Gerichten alles finden. Preisleistung ok.;vor 3 Jahren;4;4
AMEOS Klinikum Hildesheim;"Ganz schreckliche und überhebliche Oberärtzin ...
Die finden nicht das es notwendig ist wenn ein Kind das 5 Monate nicht in die Schule geht therapiert werden muss... mein Sohn sah zb dabei zu wie ich umgefallen bin und 4 Wochen im Koma lag... er ist seelisch am Ende durch meine Erkrankung.. .
Ich wurde  angemacht weshalb ich Tabletten vor 1,5 Jahren abgesetzt  habe bei ihm.
Ganz einfach weil mit Tabletten welche Kinder nur ruhig stellen weder das Problem noch die Ursache behandelt werden.
Leute bringt eure Kinder woanders unter.. wirklich. Alles was hier geschrieben wurde von den anderen und mir ist zu 100% die Wahrheit.
Die Jugendlichen werden ausgezeichnet wenn sie morgens zum Bus  gehen NICHT einsteigen und zurück zur Klinik kommen. Und das mit 13 Jahren.. . Das hat mein Sohn mit erlebt.
TV gucken ist nicht aber Kinderfilme über DVD....
Noch nicht mal Nachrichten dürfen sie gucken.
Und Einzel Gesprächs Therapien gibt es auch nicht...
Finde es auch sehr fragwürdig weshalb die Klinik sich hier noch nicht 1x geäußert hat.. .
Versucht das eure Kids woanders unter kommen... wirklich...
Ist wirklich dort eine glatte 6 -----'.";vor 3 Jahren;1;12
AMEOS Klinikum Hildesheim;"Station 42 (Psychosomatik/Depressionen) kann ich nur empfehlen!!!
Die Therapeuten und Ärzte waren mir gegenüber immer verständnisvoll, nie sind sie mir negativ aufgefallen. Sie haben mir in der Zeit dort eine neue Perspektive geschenkt und viel mit mir daran gearbeitet wie ich in Zukunft besser leben kann. Ich lernte in jedem Einzelgespräch wichtige Punkte für mein Leben kennen, die ich jetzt selber umsetzen muss.
Ich habe erstens; eine neue Perspektive für mein Leben,
zweitens, wurde ich auf Medikamente von Profis eingestellt, wie ich es vorher noch nicht erlebt habe.
Und drittens, habe ich mich immer gewundert, dass sie immer freundlich, zuvorkommend und sehr einfühlsam waren. Obwohl von Ihnen so viel abverlangt wird, waren sie nie abweisend oder genervt mir gegenüber.
Wie viele andere Patienten, die ich dort kennengelernt habe, sind wir glücklich dort gewesen zu sein!
Ein großes Dankeschön an die Station 42!!! Ihr rettet Leben!!!";vor 3 Jahren;5;3
AMEOS Klinikum Hildesheim;Sparmaßnahmen an allen Ecken.  Personal zu 75%Schei#e.  Selbst Krebspstienten kriegen aus Kostengründen kein Konsul zum Facharzt da es zu teuer ist für die Klinik. Blutwerte auch  bei schwerkranken Krebspatienten nur Standard.  Aussehetut die klinik immer noch wie vor 1999 bzw zu Hitlerzeit.  Kostet ja Geld.  Soziale Einrichtungen wo es um Menschenleben geht sollten nicht privatisiert werden.;vor 5 Jahren;1;12
AMEOS Klinikum Hildesheim;Bin dort mit meinen kleinen wegen ADHS in Behandlung. Bis jetzt klasse und zufrieden sie helfen wo sie können.;vor 8 Jahren;5;Keine
AMEOS Klinikum Hildesheim;"Ich war da und ich fande es sehr gut die helfen einem seine probleme in den griff zu kriegen und auch die ""peds"" sind ganz nett und chillig.aber auch die ""oberärtzte"" sind da dank denen lebe ich noch also ich kann die nur empfehlen!!! Für kinder die auch so viele probleme wie ich habe....!!!!";vor 4 Jahren;5;5
AMEOS Klinikum Hildesheim;Am liebsten würde ich 0 Sterne geben, aber das geht ja leider nicht. Es wird Zeit das diese Einrichtung geschlossen wird. Es werden Facharztbesuche die zur abklärung des Krankheitsbildes dienen verweigert. Auf der geschlossenen Station liegen scharfe Gegenstände frei rum, Patienten laufen nackt rum, es wird überall geraucht. Es herrschen dort Zustände das einem als Angehöriger zum die Galle überläuft. Die einzige Therapie die die Ärzte dort kennen sind Tabletten und noch mehr Tabletten. Das Pflegepersonal geht nicht einen millimeter auf die Patienten ein, meistens sind die Räumlichkeiten des Personals zu und auf klofpen wird nicht reagiert. Ich kann nur jedem raten der psychische Probleme hat, meidet diese Klinik. Sucht euch hilfe in einer anderen Einrichtung, im Ameos Hildesheim bekommt ihr sie definitiv NICHT;vor 4 Jahren;1;24
AMEOS Klinikum Hildesheim;"Ein wink an die pfleger: wenn du menschen in seelischer not einsperrst und denkst du könntest die verantwortung dafür woanders hin schieben, lässt du die eigenen handlungsmöglichkeiten außer acht.
Da scheint es mir konsequent, dass deine arbeit fordernd wird, wenn du menschenrechte verletzt.

Ich denke hier ist ein guter ort um mitmenschen verschwinden zu lassen, die beim allgemeinen konsumfetisch von industrieprodukten stören.

Wenn die leute die hier arbeiten mal selbst im altenheim landen, 'dürfen' sie gern mal die verabreichten pillen kosten, denn wie man es in den wald hineinruft...";vor 5 Jahren;1;23
AMEOS Klinikum Hildesheim;ich fande es da gut ich war das selbst hab mich wohlgefült blos ich durfte nur 2x in der WOCHE mit mom und dad telefohnieren das war blööööd!^^;vor 8 Jahren;3;3
AMEOS Klinikum Hildesheim;Ich würde am liebsten 0 sterne geben;vor 2 Jahren;1;12
AMEOS Klinikum Hildesheim;Meine Erfahrung war gut;vor 3 Jahren;5;1
AMEOS Klinikum Hildesheim;Mein Sohn ist dort und ist sehr gut;vor 6 Jahren;5;3
AMEOS Klinikum Hildesheim;Schlimmstes Klinikum in Deutschland;vor 10 Monaten;1;4
AMEOS Klinikum Hildesheim;Unzumutbare Zustände;vor 2 Jahren;1;15
AMEOS Klinikum Hildesheim;"(Übersetzt von Google) Grusel

(Original)
Horror";vor einem Jahr;1;11
AMEOS Klinikum Hildesheim;;vor 4 Jahren;2;Keine
AMEOS Klinikum Hildesheim;;vor einem Jahr;5;Keine
AMEOS Klinikum Hildesheim;;vor 6 Monaten;1;Keine
AMEOS Klinikum Hildesheim;;vor 5 Monaten;1;Keine
AMEOS Klinikum Hildesheim;;vor 4 Jahren;5;Keine
AMEOS Klinikum Hildesheim;;vor 3 Jahren;5;Keine
AMEOS Klinikum Hildesheim;;vor einem Jahr;1;Keine
AMEOS Klinikum Hildesheim;;vor 8 Monaten;5;Keine
AMEOS Klinikum Hildesheim;;vor einem Jahr;5;Keine
AMEOS Klinikum Hildesheim;;vor 3 Monaten;1;Keine
AMEOS Klinikum Hildesheim;;vor 8 Monaten;4;Keine
AMEOS Klinikum Hildesheim;;vor 4 Jahren;4;Keine
AMEOS Klinikum Hildesheim;;vor 9 Monaten;1;Keine
AMEOS Klinikum Hildesheim;;vor 9 Monaten;1;Keine
AMEOS Klinikum Hildesheim;;vor 10 Monaten;1;Keine
AMEOS Klinikum Hildesheim;;vor einem Jahr;3;Keine
AMEOS Klinikum Hildesheim;;vor 9 Monaten;1;Keine
AMEOS Klinikum Hildesheim;;vor 5 Jahren;1;Keine
AMEOS Klinikum Hildesheim;;vor 9 Monaten;1;Keine
AMEOS Klinikum Hildesheim;;vor einem Jahr;1;Keine
AMEOS Klinikum Hildesheim;;vor 2 Monaten;1;Keine
AMEOS Klinikum Hildesheim;;vor einem Jahr;1;Keine
AMEOS Klinikum Hildesheim;;vor 2 Monaten;5;Keine
AMEOS Klinikum Hildesheim;;vor 9 Jahren;5;Keine
Herzogin Elisabeth Hospital;"Lungenembolie!
Ein Tag ITS, phantastische Fürsorge und Betreuung.
Vier Tage Station E. Tolle Schwestern und Pfleger, die alles in ihrer Macht (und Kraft) stehende getan haben.";vor 2 Monaten;5;1
Herzogin Elisabeth Hospital;Tolles Krankenhaus,  trotzdem bin ich lieber gesund. War auch nur zu Besuch hier, kann die Ärzte usw. nicht beurteilen;vor einem Jahr;4;1
Herzogin Elisabeth Hospital;Ich werde nie wieder in ein anderes Krankenhaus gehen wenn es nötig ist. Die sind alle sehr nett und zuvorkommend. Ich bin sehr zufrieden!!!;vor 2 Monaten;5;1
Herzogin Elisabeth Hospital;Alles sehr gut. Volle Punktzahl!;vor 3 Jahren;5;4
Herzogin Elisabeth Hospital;"Vor wenigen Tagen wurde bei mir ein Ganglion am rechten Knie entfernt.
Der Eingriff verlief wie zu erwarten Reibungslos und Komplikationsfrei.
Ich wurde vor dem Eingriff Einwandfrei aufgeklärt und sämtliche Fragen und Anliegen wurden mir ohne weiteres beantwortet.
Das Personal war sehr freundlich und Professionell. Vor allem muss ich die Schwestern loben! Ihr seid wirklich allesamt Klasse und super freundlich und hilfsbereit. Zu keiner Zeit hatte ich das Gefühl, nur eine ''Nummer'' zu sein. Im Gegenteil! Bei euch habe ich mich trotz meines nur 2 tägigen Aufenthalts wirklich wohl und gut behandelt gefühlt. Ihr macht wirklich einen Klasse Job und nehmt euch viel Zeit für die Anliegen der Patienten.

Das HEH ist einfach ein Super Krankenhaus und ich kann es einfach nur jedem weiter empfehlen. Kollegen und Freunde sind da mit mir einer Meinung.

Ich danke euch allen von ganzen Herzen das ihr mich so gut behandelt habt. Ich komme gerne wieder.

Liebe Grüße
Gärtner. M";vor 4 Tagen;5;Keine
Herzogin Elisabeth Hospital;"Vor der Corona Pandemie hätte ich jeden zugestimmt, mittlerweile ist nur noch die Empfangsdame dort zu gebrauchen. Ärzte und Pfleger sind einfach unfreundlich geworden und wird innerhalb kürzester Zeit nichts aufgefunden wird man als spinner abgestempelt und entlassen.
Kommt bitte wieder zu eurer alten Leistung sonst müssen wir Braunschweiger bald in umliegenden städte ins Krankenhaus";vor 4 Wochen;2;1
Herzogin Elisabeth Hospital;Ich bin begeistert von der Leistung des Assistenzarztes Dr. med. Nico Fiedler. Er im Rahmen meiner Hüft OP einen fantastischen Job gemacht.;vor einem Monat;5;Keine
Herzogin Elisabeth Hospital;"Eine 100%tige Empfehlung.
Tolles Personal, alle freundlich und aufmerksam.";vor 2 Monaten;5;1
Herzogin Elisabeth Hospital;Am 20.02.2021 mit akutem Herzinfarkt puppenlustig und völlig ahnungslos um 17.00 Uhr in die Notaufnahme. Eigentlich wollte ich nur eine Schmerzspritze und dann wieder nach Hause. Ich bin genau an das richtige und tolle Team geraten. Doktor mit zwei perfekten Krankenschwestern. Vermutlich haben die drei mir das Leben gerettet!!! Ich dachte noch alles ist Spaß, bin dann aber schnell mit Blaulicht in die Salzdahlumer Str eingeliefert, wo mir noch am Abend zwei Stents gesetzt wurden. In beiden Häusern beste Teams und beste Pflege. Vielen Dank. Mir geht es wieder sehr gut.;vor einem Monat;4;2
Herzogin Elisabeth Hospital;Vor 6 Wochen Hüft Tep links bekommen. Fühlte mich super aufgehoben! Alles top gelaufen! Auch in der Reha traf ich Patienten, die im HEH operiert wurden und sehr zufrieden waren!;vor 2 Monaten;5;1
Herzogin Elisabeth Hospital;OP 07/20. Mir wurde von Dr. Sherstyuk ein 2tes Leben geschenkt. Gute Vorbereitung im MMK. Personal sehr freundlich und bemüht. Auch in Corona Zeiten fühlte ich mich gut aufgehoben.;vor 2 Monaten;5;1
Herzogin Elisabeth Hospital;"Ich war heute Abend 21:30 in der Notaufnahme mit starken schmerzen (Fraktur schienbein&wadenbein) die haben mich weg geschickt mit der Aussage ich solle doch bitte in ein anderes kh in die Notaufnahme fahren ...oder morgen (montag) anrufen um mir einen termin in der Sprechstunde geben zu lassen ...
Man wird da nicht ernst genommen ...es wird nicht auf die Patienten eingegangen ..also wirklich traurig für eine Klinik die auf sowas spezialisiert sein soll ...";vor 2 Monaten;1;Keine
Herzogin Elisabeth Hospital;"TOP-Hospital .. . TOP-Ärzte ... TOP-Personal :
Der Ärztin Frau Dr. Musiot und dem Arzt Herr Dr. Wanschura sei herzlich an dieser Stelle gedankt. Ebenso dem medizinischen Personal auf der Station E im Erdgeschoss. Mit Kompetenz, Einsatz und medizinischem Know-How haben Sie das Leben meiner Mutter gerettet. Mehr ist dem - glaube ich - nicht hinzuzufügen, außer:  Ich danke Ihnen von Herzen !";vor 2 Monaten;5;2
Herzogin Elisabeth Hospital;Sehr schönes Krankenhaus, kann man jedem empfehlen.;vor 3 Monaten;5;1
Herzogin Elisabeth Hospital;Es war alles im Vorfeld super organisiert und wurde dementsprechend gut umgesetzt. Ich kann es mir vom Ablauf und der Unterbringung in einem Krankenhaus nicht besser vorstellen. Von den Ärzten, über die Pfleger/Schwestern bis zur Reinigungskraft kommt eine durchweg gute, freundliche und tolle Stimmung/Atmosphäre rüber. So sollte das sein, wobei der Alltag sicherlich alles andere als Entspannt und ruhig ist! Die Zimmer, das Essen, Technik, Service etc. alles einfach top und zeitgemäß. Ich fühlte mich zu jeder Zeit sicher und geborgen! HEH wirklich stark!;vor 3 Monaten;5;1
Herzogin Elisabeth Hospital;Die Notaufnahme ist ein Witz. Patienten werden vergessen die werden erst garnicht aufgenommen (weil es während eines schicht wechsel war). Die Pflegerin und die pfleger sichtlich genervt und unfreundlich. Meine Tochter mit 1,5 Jahren mit Schmerzen 3 stunden warten lassen obwohl nur 2 weitere Patienten da waren. Und dann wurde gesagt das es noch sehr lange dauert ob ich am nächsten Tag wieder kommen könnte einfach nur unverschämt ( von einem pfleger).;vor 3 Monaten;1;1
Herzogin Elisabeth Hospital;Vielen Dank für die gute Betreuung auf der Intensivstation. Sehr nettes Pflegepersonal,und ein sehr gutes Ärzte Team. Habe ende August nach einer Ambulanten Operation eine Nacht in der HEH- Klinik auf der Intensivstation Verbracht. Es gab Komplikationen nach der Vollnarkose. Am nächsten Morgen durfte ich wieder nachhause. Der einzige Nachteil war das, jeder neue Patient auf Covid19 getestet wird. Trotzdem waren alle sehr Hilfsbereit.;vor 9 Monaten;5;1
Herzogin Elisabeth Hospital;Ich habe mich in diesem Krankenhaus sehr gut aufgehoben gefühlt . Alle Mitarbeiter waren sehr freundlich und zuvorkommend,  trotz der augenblicklichen Situation.  Die Ärztinnen , die mich behandelt haben,  waren beide äußerst kompetent und zugewandt . Ich kann nur jedem dieses Krankenhaus empfehlen.;vor 11 Monaten;5;2
Herzogin Elisabeth Hospital;Schnell, sauber, korrekt.....;vor einem Monat;5;1
Herzogin Elisabeth Hospital;"Mein Arzt empfahl mir eine Einweisung ins Krankenhaus. Da ich sehr schlechte Erfahrungen mit Aufnahmen in Krankenhäusern abe, empfahl er mir, ins HEH zu gehen.

Tatsächlich war die Notaufnahme sehr freundlich und dennoch professionel. Ich wurde dann auf die Station E aufgenommen. Schwestern, Ärztinnen und alle anderen Angestellte waren sehr freundlich. Es erfolgten zwei Untersuchungen, und auch hier war das Vorgehen einfühlsam und doch professionell.

Bei Untersuchungen gibt es kein stundenlanges warten auf dem Flur, sondern man wird zu der Untersuchung gebracht, wenn sie auch tatsächlich stattfindet. Man wird über alle Ergebnisse relativ zeitnah informiert.

Essen ist aus meiner Sicht sehr gut. Man wird interviewt und hat sehr viel Einfluss auf das, was auf dem Tablett ankommt.

Aus meiner Sicht: ein sehr gutes Klinikum, in dem ich mich ernst genommen, freundlich behandelt und insgesamt gut aufgehoben gefühlt habe.";vor 5 Monaten;5;4
Herzogin Elisabeth Hospital;"Leider kann man keine 0 Sterne geben.
War am 15.11.20 Nachmittags in der Notaufnahme gewesen, weil ich starke Schmerzen hatte. Lieben Gruß an den Arzt in der Notaufnahme, man kann auch mit 36Jahren ostechondrose und weitere Erkrankungen an der HWS haben. Wurden durch ein MRT bestätigt.

Vielen Dank für nichts
Magdalena Jordan";vor 6 Monaten;1;6
Herzogin Elisabeth Hospital;zügige, professionelle Untersuchung und Diagnose in der Notaufnahme - danke schön!;vor 7 Monaten;5;1
Herzogin Elisabeth Hospital;Die Ärzte sind sehr gut die Schwestern sind immer freundlich. Das essen ist klasse weil es im Haus zubereitet wird . Ich würde jeden das Haus empfehlen.;vor 11 Monaten;5;1
Herzogin Elisabeth Hospital;Ein besseres Krankenhaus gibt es nicht. ????????;vor 2 Monaten;5;2
Herzogin Elisabeth Hospital;Meine Tante wurde dort operiert. Neue Hüfte. Sie war sehr traurig über das Verhalten der Schwestern und ihrem Arzt,da sie sich nicht ernst genommen gefühlt hatte. Sie wurde auch mit starken Schmerzen entlassen, und durch ihre Vergangenheit, denn dies war schon ihre 4. Hüft - OP, wollte sie auch nur noch nach Hause. Ich dachte auf Grund des relativ guten Rufes wäre es nur eine Ausnahme, habe mich allerdings getäuscht! Mein Sohn hatte eine Kreuzband- und Miniskus OP, und wurde gleich nach der OP mit den Worten von einer Schwester abgespeist : 'Sie hatten eine Operation, das tut halt weh.' und so etwas war leider kein Einzelfall! Nach nur einer Nacht wurde er auch wieder entlassen. Sein Orthopäde war sprachlos darüber! Auch unsere Hausärztin. Wirklich traurig, das ein Unternehmen, was für den Menschen da sein sollte, diese nicht ernst nimmt, und nur an den Profit denkt! An den Operationen verdienen, aber die Nachsorge vernachlässigen!;vor 7 Monaten;1;1
Herzogin Elisabeth Hospital;"Missglückte Hüft-Tep.
Ein Stern für die gute Organisation und die netten Mitarbeiter. Das Ergebnis der OP war leider mangelhaft. Nach neun schmerzhaften Monaten und fehlender Belastbarkeit des Beins, habe ich, in Ermangelung eines sinnvollen Konzeptes im HEH, eine Revision durch einen sehr erfahrenen Operateur in einer anderen Klinik durchführen lassen. Jetzt ist die Hüfte wieder schmerzfrei benutzbar, ob sich die restlichen Schäden durch die Erst-OP zurückentwickeln ist jedoch fraglich. Ich war zum Zeitpunkt der OP erst 50 Jahre alt, sportlich aktiv, voll im Berufsleben  und habe alle Empfehlungen des HEH eingehalten.";vor 7 Monaten;1;Keine
Herzogin Elisabeth Hospital;Meine Mutter saß mit einem dreifachen Bandscheibenvorfall in der Notaufnahme aufgrund von starken Schmerzen und musste sechs Stunden warten. Es durfte keiner zu ihr und sie hatte die ganze Zeit nichts zu essen oder zu trinken. Dann hatte sie auch noch die starken Schmerzen am Rücken und diese sechs Stunden sitzen waren die Hölle für sie. Schließlich ist sie dann trotz der Schmerzen ohne Behandlung gegangen, weil sie ohne Verpflegung und mit Maske Schwindelanfälle bekam. Das Personal war sehr unprofessionell und unfreundlich. Einfach nur enttäuscht wie man mit Menschen umgeht denen es sehr schlecht geht.;vor 11 Monaten;1;8
Herzogin Elisabeth Hospital;"Hallo
Ich habe am 26.6.20 eine Schlittenprothese , im linken Knie, durch Frau Dr. Michalek erhalten. Es ist alles wunderbar , auch ohne Reha,verlaufen . Nach 2 Wochen war wieder eine gute Lebensqualität erreicht . Ich kann dieses  Krankenhaus jedem , zumal der ganze Behandlungsablauf sehr gewissenhaft  durchgeführt wurde, nur empfehlen!!
Nicht zu vergessen die Schwestern und das andere Personal .Danke.";vor 10 Monaten;5;2
Herzogin Elisabeth Hospital;"Meine Mama, 84 Jahre, wird erst nächste Woche operiert. Sie bekommt ein neues Knie Gelenk.
Wir wurden so umfassend beraten, sowohl beim Patientenseminar als auch bei der vorstationären Aufnahme, da kann man nur fünf Sterne vergeben.
Es ist alles super organisiert und man fühlt sich vorab gut aufgehoben. Hoffentlich verläuft die OP auch so gut.";vor einem Jahr;5;3
Herzogin Elisabeth Hospital;Auf mich macht das Krankenhaus einen ziemlich veralteten Eindruck. Zimmer ungemütlich und klein, Bettenanordnung schlecht, nebeneinander anstatt schräg gegenüber, nur ein Fernseher für zwei Patienten. Badezimmer zwar groß und behindertengerecht, aber für meinen Geschmack nicht sauber genug, gerade im Krankenhaus sollte darauf doch besonderen Wert gelegt werden. Schwestern und zuständiges Ärzteteam sehr nett und bemüht. Das andere Personal zum Teil unmöglich, stürzen ins Zimmer ohne zu klopfen, unhöflich und pampig. Wenn man auf den Fluren grüßt, wird man mit großen Augen angeschaut, ist dort wohl nicht üblich... Leider hab ich mir auch mehr von der Behandlung versprochen, aber ich denke das ist individuell zu sehen.;vor einem Jahr;2;Keine
Herzogin Elisabeth Hospital;Wir hatten natürlich Glück, da trotz Feiertags nichts los war. Dennoch muss ich sagen, dass uns in der Notaufnahme hier extrem freundlich geholfen wurden. Einfach sehr menschlich!;vor einem Jahr;5;1
Herzogin Elisabeth Hospital;"Es ist auch nicht so ein steriles Gefühl für den Besucher, oder auch Patienten zu erfühlen - WIE es jetzt bei anderen KH's raus zu fühlen ist und man fühlt sich ja auch gleich mal - mit einer gewissenhaften - aber trotzdem sehr menschlichen Wärme in diesem KH ""angenommen""???, dass ist ja auch noch ein wichtiger + AUCH gelebter Bestandteil der ganzen Klinik und WIRD auf den Stationen, bzw. Ambulanz(en) fortgesetzt wird? Kann mich freuen, dass WENN ich auch schon mal wieder einen KH-Aufendhalt über MICH ergehen lassen mußte, HIER immer medizinisch GUT und freundlich behandelt werde, was ICH ja auch - ZUR schnellen Gesundung - brauche, SEHR zufrieden UND auch gerne mal kurz anzumerken habe. Spielt eine wichtige Rolle ..., ciao ciao vom Franco.??? Und ein SEHR dankbares ?? AN die GANZE ""Familie""(Mitarbeiter/Ärzte) der Klinik ""HeH Meverode""???";vor 10 Monaten;4;1
Herzogin Elisabeth Hospital;"Es ist alles sehr Sauber und gepflegt ! Die Stationen sind sehr gut ausgeschildert ! Dadurch läst sich alles sehr leicht finden ! Die Schwestern sind sehr kompetent  freundlich und hilfsbereit  !  Eine gute Kantine gibt es auch noch im Erdgeschoss  ! Es gibt verschiedene Sorten Frühstück; Mittag essen; Kaffee und Kuchen  ! Es ist alles sehr Sauber und lecker !";vor einem Jahr;5;2
Herzogin Elisabeth Hospital;"Nach einem Fahrradsturz hatte ich eine Verletzung an der Schulter, die operiert werden musste. In der Notaufnahme, beim Röntgen, bei der voroperativen Aufnahme, bei der Narkose und auf der Station wären durchweg alle Mitarbeiter sehr freundlich und sehr engagiert. Die Leistung der Ärzte ist hervorragend und nicht umsonst bundesweit geschätzt.
Das Essen und der weitere Service waren auch super. Wenn man schon ins Krankenhaus muss, dann doch gerne ins HEH. Herzlichen Dank an alle Mitarbeiter!";vor einem Jahr;5;4
Herzogin Elisabeth Hospital;"Wie steigert man Dankbarkeit????
Ich bekam eine Darmkrebsdiagnose und wurde nicht wirklich von meinem Internisten gut begleitet  - durch ein großes Glück und Zufall kam ich ins HEH - wo sehr gute Energie  - viele unzählige helfende Hände und unglaubliche Ärzte , die ich so noch nie erlebt habe  - ein Zusammspiel ergaben, wo ich sanft aufgefangen wurde  -
Ich wurde erfolgreich operiert und der Krebs entfernt??????
Dass ich mich so schnell erholt habe - lag u.a. am HEH - dafür kann ich heute nur 1000 Dank sagen - bleibt alle gesund und munter ??";vor 11 Monaten;5;7
