Klinik;Nutzername;Local Guide;Anzahl geschriebener Rezensionen;Erfahrungsbericht;Sterne;Datum der Rezension;Likes;Antwort;Datum der Antwort;URL;Extraktionsdatum
Ammerland-Klinik GmbH  ;Winfried Nitschman;Nein;5 Rezensionen;3 Personen, die alle eine Sauerstoffzufuhr benötigen, werden in ein Zimmer gelegt mit 2 Sauerstoffversorgungsmöglichkeiten. Die schwächste Person hat das nachsehen......traurig; 1 Stern ;vor 2 Jahren;5;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Michael Eilers;Nein;11 Rezensionen;Tolle, nette und erfahrende Ärzte! Äußerst hilfsbereite und sehr freundliche Pflegekräfte! Hab mich hier sehr wohl gefühlt! 👍👍👍; 5 Sterne ;vor 2 Jahren;3;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Aeternum Vaux (Steffan);Nein;2 Rezensionen;"Dieses Krankenhaus ist das aller letzte!!!! Man muss unbedingt am Samstag eingechecken und bekommt bis einschließlich Sonntag keinerlei Behandlungen. Da hätte es auch am Montag gereicht.
Aber ist ja eine einfache Rechnung , je länger man in dem Krankenhaus ist, umso mehr verdienen die am leid anderer Menschen."; 1 Stern ;vor 2 Jahren;10;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;F l o r a r o s a;Nein;35 Rezensionen;Der Patient mit Schlaganfall war unmenschlich behandelt : bei Notaufnahme und Neurologie.; 1 Stern ;vor 2 Jahren;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Jaqueline Häusler;Nein;5 Rezensionen;"MRT machen wir nicht, dass ist zu teuer!

So die Aussage eines Arztes zu meinem Vater, der sich vor Schmerzen garnicht mehr bewegen kann!!! Nach 4 Stunden Aufenthalt, nur Tabletten erhalten und nach Hause geschickt worden und das Bein wird immer dicker!!!"; 1 Stern ;vor 2 Jahren;4;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Lukas Himmelsläufer;Nein;1 Rezension;Ich finde die Klinik super. Kann diese sehr despektierlichen Äußerungen und Aussagen von Shurte Hoxa nicht nachvollziehen. Die Mitarbeiter arbeiten alle sehr kompetent, man wird medizinisch sehr gut betreut. Und die Aussage - bitte geht nach Oldenburg - was soll das. Liebe Shurte Hoxa - dann geh nach Oldenburg und mach Dir mal bitte ein objektives Bild. Wenn Du Dich mal etwas mit dem Gesundheitswesen auseinander gesetzt hättest, wüsstet Du mehr über die Problematik in den Gesundheitseinrichtungen bescheid.; 5 Sterne ;vor 2 Jahren;7;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Jordan LAB;Ja;207 Rezensionen;Klinik Westerstede ist für mich immer der Ort gewesen, wenn es um Ärztliche Versorgung gegangen ist. Zum Beispiel als wir unser Kind bekommen haben. Gab es für uns die Möglichkeit ein Familienzimmer zu nutzen, hier sind wir mit unserem Neugeboren durchgehend zusammen gewesen. Ich konnte meine Frau 24h lang unterstützen und alles von Anfang an miterleben. Danke an alle Beteiligten Ärzte und Schwestern.; 5 Sterne ;vor 2 Jahren;10;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Shkurte Hoxha;Nein;2 Rezensionen;"Schlechteste Krankenhaus aller Zeiten!
Man kippt um, hat ständige Übelkeit und ein Gefühl der Ohnmacht, man ist dort, es wird eine Magenspiegelung gemacht, und im Anschluss mit den gleichen Beschwerden entlassen! Es wird nicht vernünftig untersucht! Es wurde weiterhin Essen gebracht, obwohl man nicht wusste was man hat. (Eine unverträglichkeit einer Nahrung!?) - und einem wurde am Ende gesagt, naja wenn sie wieder umkippen, kommen sie einfach wieder! EINE bodenlose FRECHHEIT ! Schrecklich. Ich empfehle niemandem dort hin. Bitte geht nach Oldenburg!"; 1 Stern ;vor 2 Jahren;5;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Sebastian Czeschelski;Nein;4 Rezensionen;Kein Text; 5 Sterne ;vor 2 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Hans- Heinrich Kunstmann;Nein;Keine Angabe;Kein Text; 4 Sterne ;vor 2 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;E. O.;Ja;26 Rezensionen;"Die Notaufnahme des Bundeswehrkrankenhaus ist das letzte.
Den Patienten stundenlang warten lassen ( 4 h ) und dann
heißt es Sie können nach Hause gehen und das bei Schmerzen
die nicht aus zuhalten sind.Der Patient wird mit Antischmerz
Mitteln zugedroehnt und dann nach Hause geschickt.Das Personal speziell der Arzt sollten eine Schulung zum Umgang mit älteren Menschen machen ,so ein Verhalten ist ein NoGo.
Ein Stern ist noch zu viel.😬😬😬"; 1 Stern ;vor 2 Jahren;10;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;JF K;Nein;17 Rezensionen;Habe zwei Tage versucht, die Gefäßchirurgie telefonisch zu erreichen. Als ich wegen aktuter Schmerzen dann einen Termin wünschte, bot man mir Juni 2019 an. Sie hätten nur einen Arzt, der nur freitags zwei Patienten behandelt😂😂😂.; 1 Stern ;vor 2 Jahren;6;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Jessy M.;Nein;Keine Angabe;Kein Text; 4 Sterne ;vor 2 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Nadine Diederich;Ja;12 Rezensionen;Die sorgen sich wirklich ehr um ihren kaffee als um die patzienten .das allerletzte Ich saß drei Stunden mit einem Bandscheibenvorfall im Wartezimmer.da sollte man echt nicht hin gehen als mein mann nachfragte wie lange es denn noch dauerte hieß es noch ca 1 Std  ich hatte wirklich starke schmerzen und durfte mir dann noch anhören ich sei kein Notfall !!!!!; 1 Stern ;vor 2 Jahren;4;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;M. Meinen;Nein;11 Rezensionen;Kein Text; 5 Sterne ;vor 2 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Pascal Krause;Nein;1 Rezension;Heute absolut unfreundlichen Augenarzt in der Ammerland-Klinik kennen lernen dürfen. Inakzeptabler Umgang mit uns. Wer als gleichwertiger Mensch wahrgenommen werden möchte, sollte sich für eine andere Klink entscheiden.; 1 Stern ;vor 2 Jahren;7;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Kerstin Hoffmann;Nein;1 Rezension;Kein Text; 5 Sterne ;vor 2 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Sabine Müller;Nein;1 Rezension;Ich habe sehr gute Erfahrung in der Klinik gemacht. Nettes und kompetentes Personal. Die Zusammenarbeit mit dem Bundeswehrkrankenhaus ist sehr gut. Die Fachabteilungen beider Häuser ergänzen sich. Da werde ich immer wieder hingehen.; 5 Sterne ;vor 2 Jahren;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Michi;Nein;2 Rezensionen;Kein Text; 1 Stern ;vor 2 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Jessy B (J-B);Nein;4 Rezensionen;"Unfreundliches Personal, unfreundlich Ärtze und dazu auch noch schlecht Behandlungen von Patienten.
Wenn man dort als alter Mensch eingewiesen wird, hat man komplett verloren und bekommt nicht die Hilfe die man braucht.
Dieses Krankenhaus ist das aller letzt, nicht mal zum Sterben wollte ich hier her !"; 1 Stern ;vor 2 Jahren;10;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Werner Mennen;Nein;3 Rezensionen;Alle sehr freundlich ich war mit dem Aufenthalt eigentlich ganz zufrieden.Mangelhaft keine rutschfesten Unterlagen in der Dusche Rollstühle sind nicht oder nur sehr schwer zu bekommen.Wenn man einen Termin beim MRT hat wird dieser meistens verschoben das bedeutet das man vet. ein paar Tage länger einplanen muß.; 4 Sterne ;vor 2 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Manuel Dumstorff;Nein;5 Rezensionen;Kein Text; 5 Sterne ;vor 2 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Mr. G;Ja;174 Rezensionen;Ich bin schon oft hier gewesen, alle sind sehr freundlich und hilfsbereit. Das Essen war sehr gut.; 5 Sterne ;vor 2 Jahren;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Yvonne Jibben;Nein;1 Rezension;"Ich hatte am 27.3.18 eine ambulante Operation. ( krampfadern entfernen )

Ich war super zufrieden. Ärzte super nett und lustig und die Schwestern genauso. Hat mir wirklich sehr geholfen weil ich echt schiss hatte 😅

Hab eine vollnakrose bekommen und die sehr sehr gut vertragen. Um 10 Uhr in den op .... und um 13 Uhr konnte ich los.

Wirklich toll.

Jetzt zwickt und zwackt es am bein.... aber alles zum aushalten .

Super!!!! Klare Empfehlung!!!!"; 5 Sterne ;vor 3 Jahren;6;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Rudolf Redenius;Ja;387 Rezensionen;Top Klinik; 5 Sterne ;vor 3 Jahren;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Hermann Pörschke;Ja;350 Rezensionen;Kein Text; 4 Sterne ;vor 3 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Günter Franziskus;Ja;2 Rezensionen;Sehr empfehlenswert; 5 Sterne ;vor 3 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;COOKIE CHEATER;Nein;1 Rezension;Die sorgen sich ehr um ihren kaffee als um die patzienten .der letzte schott Ich saß drei Stunden mit gebrochenem bein im Wartezimmer.da sollte man echt nicht hin gehen das ist das aller schlechteste Krankenhaus der welt; 1 Stern ;vor 3 Jahren;6;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Der Cohnen;Ja;638 Rezensionen;Kein Text; 4 Sterne ;vor 3 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Peter Caßens;Ja;245 Rezensionen;Sehr moderne und  saubere Klinik, günstige Parkgebühren, 2 Stunden parken kostenlos, bei Kaffeedurst sollte man im Cafe jedoch einen Kaffee zum mitnehmen bestellen, ist der gleiche aber ganze 1 Euro günstiger; 5 Sterne ;vor 3 Jahren;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Goldi;Nein;1 Rezension;Kein Text; 1 Stern ;vor 3 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Gabriele Caßens;Nein;4 Rezensionen;Sehr saubere und super moderne Klinik. Äußerst günstige Parkplatzgebühren.; 4 Sterne ;vor 3 Jahren;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Oktay Erkilic;Ja;40 Rezensionen;Kein Text; 4 Sterne ;vor 3 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Andrea;Ja;223 Rezensionen;Die Notaufnahme eine Katastrophe, stundenlanges Warten auf einen Arzt, und das mit der Diagnose Verdacht auf Schlaganfall. Wir waren um 15,15 Uhr da, der Arzt kam um viertel nach acht. Eine andere Patientin hat elf Stunden warten müssen bis sie auf Station kam. Und die Mädels in ihrem Glaskasten kümmerten sich um keinen der Patienten. Aber die Ärzte auf der Schlaganfall Station waren alle sehr bemüht und freundlich, auch für Nachfragen haben sich alle Zeit genommen.; 4 Sterne ;vor 3 Jahren;6;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;jacqueline von aswege;Nein;1 Rezension;Unfreundlich man kann seine Wünsche äußern aber die hören einen nicht zu sind total unfreundlich und die Ärzte sind noch schlimmer bzw der ganze Personal ist schlimm Krankenhaus nein danke da wieder nie wieder; 1 Stern ;vor 3 Jahren;9;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Renate Kaddik;Nein;8 Rezensionen;Super Krankenhaus, ich weiß nicht, was einige Menschen erwarten. Für mich muß ein Arzt nicht unbedingt freundlich sein, sondern kompetent auf seinem Gebiet sein. Wenn er dann auch noch freundlich ist, super.; 5 Sterne ;vor 3 Jahren;7;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Mike Möller;Nein;Keine Angabe;Kein Text; 5 Sterne ;vor 3 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Anja Brinkmann;Ja;23 Rezensionen;Kein Text; 1 Stern ;vor 3 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Thomas Kuck;Nein;8 Rezensionen;"Hinweis an ältere Patienten: dieses Krankenhaus ist unbedingt zu meiden. Was ich dort mit meiner 86-jährigen Mutter erlebt habe, ist einfach nur unmenschlich!!! Die Schmerzen, die sie beim Veröden und Schließen einer Krampfader erleiden musste, waren schlichtweg unerträglich und grausam. Aber dem ärztlichen Personal war dies offensichtlich völlig egal. Außerdem ist sie nach einem großen Blutverlust nach einem Tag nach Hause entlassen worden. Ohne Transfusion. Sie ist dann wegen eines Kreislaufzusammenbruchs am nächsten Tag wieder eingeliefert worden, dann aber in ein kompetentes Krankenhaus. Die Sparmaßnahmen sind in diesem Krankenhaus derart offensichtlich, dass es den Begriff ""Krankenhaus"" nicht verdient. Außerdem wird wohl auch beim Reinigungspersonal gespart. Sauber sieht anders aus. Sehr traurig."; 1 Stern ;vor 3 Jahren;24;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;BrummiTeddy;Ja;23 Rezensionen;Kein Text; 4 Sterne ;vor 3 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Dirk Oltmanns;Ja;85 Rezensionen;Kein Text; 5 Sterne ;vor 3 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;A K;Ja;380 Rezensionen;Ein sehr gutes Krankenhaus mit abnehmbarer Parkgebühr.; 5 Sterne ;vor 3 Jahren;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Vanessa;Nein;6 Rezensionen;Unfreundliches Personal, zeigen wirklich null Interesse für den Patienten!; 1 Stern ;vor 3 Jahren;10;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Sven Minits;Nein;2 Rezensionen;Kein Text; 5 Sterne ;vor 3 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Juergen Beeken;Ja;211 Rezensionen;Kompetenz. Freundlich hilfsbereit. Teils längere Wartezeit.; 4 Sterne ;vor 4 Jahren;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
Ammerland-Klinik GmbH  ;Petra Staatsmann;Ja;7 Rezensionen;"Die Stationsärztin der Urologie ist zum abgewöhnen!! Kann noch nicht mal einen Zugang legen! Fragen der Patienten und dessen Angehörigen wimmelt sie ab mit den Worten ""ich diskutiere nicht"" !! Sie zieht damit das ganze Pflegepersonal der Station in deren Arbeitsmoral herunter !!
Es findet keine Teamarbeit statt! Die anderen Ärzte waren OK!  Aber DIESE Ärztin einfach nur schlimm!!
Patientenzimmer sind unsauber mit ""Wollmäusen"" in den Ecken, schmutziges Badezimmer und Putzfrau wischt keine Fußböden! ! Aber wo die Kaffeemaschine steht weiß sie ganz genau!!
Die Kaffeeteria ist der absolute Supergau!! Tische werden nicht abgeputzt, Essen fast nicht genießbar und die ältere, Blond gebleicht Bedienung bleibt nicht lange genug beim Gast stehen um eine Bestellung vollständig aufzunehmen! Wird wohl nach gelaufenen Metern bezahlt!
Ich verstehe die vielen Positiven Bewertungen hier gar nicht! Kommt wohl hoffentlich auf die Station an!"; 1 Stern ;vor 4 Jahren;8;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Ammerland-Klinik+GmbH/@53.2587496,7.918355,15z/data=!4m2!3m1!1s0x0:0xacee9771440f14f0?sa=X&ved=2ahUKEwix2tyb9fDuAhUTPuwKHUrqDr0Q_BIwDXoECBcQBQ;1062021
